Species ID,Common Name,Scientific Name,Family,Category,Status,Elevation Min,Elevation Max,Sensitivity
flora-459,"Knotweed (Polygonum sp.)","Polygonum specio-459","Plant Family","Herb",LC,1000,2001,low
flora-460,"Barberry (Berberis sp.)","Berberis specio-460","Plant Family","Shrub",LC,1136,2726,low
flora-461,"Rhododendron (Rhododendron sp.)","Rhododendron specio-461","Plant Family","Shrub/Tree",VU,1471,3225,medium
flora-462,"Pine (Pinus sp.)","Pinus specio-462","Plant Family","Tree",LC,1000,3134,low
flora-463,"Fir (Abies sp.)","Abies specio-463","Plant Family","Tree",LC,1543,2600,low
flora-464,"Spruce (Picea sp.)","Picea specio-464","Plant Family","Tree",LC,1714,2911,low
flora-465,"Juniper (Juniperus sp.)","Juniperus specio-465","Plant Family","Tree/Shrub",LC,1873,3370,low
flora-466,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-466","Plant Family","Herb/Shrub",LC,1292,2932,low
flora-467,"Saw-wort (Saussurea sp.)","Saussurea specio-467","Plant Family","Alpine Herb",LC,2110,4031,low
flora-468,"Fescue Grass (Festuca sp.)","Festuca specio-468","Plant Family","Grass",LC,1152,3039,low
flora-469,"Bluegrass (Poa sp.)","Poa specio-469","Plant Family","Grass",LC,1395,2657,low
flora-470,"Feather Grass (Stipa sp.)","Stipa specio-470","Plant Family","Grass",LC,1623,3110,low
flora-471,"Cinquefoil (Potentilla sp.)","Potentilla specio-471","Plant Family","Herb",LC,1318,2644,low
flora-472,"Wild Rose (Rosa sp.)","Rosa specio-472","Plant Family","Shrub",NT,1385,3359,low
flora-473,"Bramble/Raspberry (Rubus sp.)","Rubus specio-473","Plant Family","Shrub/Climber",LC,1000,1892,low
flora-474,"Primrose (Primula sp.)","Primula specio-474","Plant Family","Alpine Herb",CR,2230,4430,critical
flora-475,"Rock Jasmine (Androsace sp.)","Androsace specio-475","Plant Family","Alpine Herb",NT,1973,2950,low
flora-476,"Gentian (Gentiana sp.)","Gentiana specio-476","Plant Family","Alpine Herb",LC,2299,2914,low
flora-477,"Catmint (Nepeta sp.)","Nepeta specio-477","Plant Family","Herb",LC,1376,2086,low
flora-478,"Sage (Salvia sp.)","Salvia specio-478","Plant Family","Herb",VU,1278,2217,medium
flora-479,"Milkvetch (Astragalus sp.)","Astragalus specio-479","Plant Family","Herb/Shrub",LC,1035,3370,low
flora-480,"Sedge (Carex sp.)","Carex specio-480","Plant Family","Sedge",LC,1000,3235,low
flora-481,"Bog Sedge (Kobresia sp.)","Kobresia specio-481","Plant Family","Sedge",LC,1971,3353,low
flora-482,"Willow (Salix sp.)","Salix specio-482","Plant Family","Tree/Shrub",LC,1000,3334,low
flora-483,"Corydalis (Corydalis sp.)","Corydalis specio-483","Plant Family","Herb",LC,1548,2807,low
flora-484,"Lousewort (Pedicularis sp.)","Pedicularis specio-484","Plant Family","Herb",CR,1350,2597,critical
flora-485,"Campion (Silene sp.)","Silene specio-485","Plant Family","Herb",NT,1353,3761,low
flora-486,"Willowherb (Epilobium sp.)","Epilobium specio-486","Plant Family","Herb",EN,1128,3237,high
flora-487,"Buttercup (Ranunculus sp.)","Ranunculus specio-487","Plant Family","Herb",LC,1000,3457,low
flora-488,"Monkshood (Aconitum sp.)","Aconitum specio-488","Plant Family","Herb",VU,1594,2195,medium
flora-489,"Windflower (Anemone sp.)","Anemone specio-489","Plant Family","Herb",LC,1110,1614,low
flora-490,"Knotweed (Polygonum sp.)","Polygonum specio-490","Plant Family","Herb",LC,1000,2495,low
flora-491,"Barberry (Berberis sp.)","Berberis specio-491","Plant Family","Shrub",NT,1205,2872,low
flora-492,"Rhododendron (Rhododendron sp.)","Rhododendron specio-492","Plant Family","Shrub/Tree",NT,2190,3018,low
flora-493,"Pine (Pinus sp.)","Pinus specio-493","Plant Family","Tree",LC,1000,2270,low
flora-494,"Fir (Abies sp.)","Abies specio-494","Plant Family","Tree",LC,1617,2919,low
flora-495,"Spruce (Picea sp.)","Picea specio-495","Plant Family","Tree",LC,1048,2438,low
flora-496,"Juniper (Juniperus sp.)","Juniperus specio-496","Plant Family","Tree/Shrub",LC,1103,3594,low
flora-497,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-497","Plant Family","Herb/Shrub",LC,1172,1740,low
flora-498,"Saw-wort (Saussurea sp.)","Saussurea specio-498","Plant Family","Alpine Herb",LC,1351,2993,low
flora-499,"Fescue Grass (Festuca sp.)","Festuca specio-499","Plant Family","Grass",LC,1376,2268,low
flora-500,"Bluegrass (Poa sp.)","Poa specio-500","Plant Family","Grass",LC,1331,3477,low
flora-501,"Feather Grass (Stipa sp.)","Stipa specio-501","Plant Family","Grass",LC,1510,2760,low
flora-502,"Cinquefoil (Potentilla sp.)","Potentilla specio-502","Plant Family","Herb",LC,1245,3405,low
flora-503,"Wild Rose (Rosa sp.)","Rosa specio-503","Plant Family","Shrub",LC,1090,1800,low
flora-504,"Bramble/Raspberry (Rubus sp.)","Rubus specio-504","Plant Family","Shrub/Climber",LC,1000,3046,low
flora-505,"Primrose (Primula sp.)","Primula specio-505","Plant Family","Alpine Herb",LC,2165,2973,low
flora-506,"Rock Jasmine (Androsace sp.)","Androsace specio-506","Plant Family","Alpine Herb",LC,1936,3693,low
flora-507,"Gentian (Gentiana sp.)","Gentiana specio-507","Plant Family","Alpine Herb",EN,2085,4058,high
flora-508,"Catmint (Nepeta sp.)","Nepeta specio-508","Plant Family","Herb",LC,1146,3562,low
flora-509,"Sage (Salvia sp.)","Salvia specio-509","Plant Family","Herb",LC,1110,2283,low
flora-510,"Milkvetch (Astragalus sp.)","Astragalus specio-510","Plant Family","Herb/Shrub",LC,1452,2626,low
flora-511,"Sedge (Carex sp.)","Carex specio-511","Plant Family","Sedge",EN,1000,1948,high
flora-512,"Bog Sedge (Kobresia sp.)","Kobresia specio-512","Plant Family","Sedge",LC,1437,3552,low
flora-513,"Willow (Salix sp.)","Salix specio-513","Plant Family","Tree/Shrub",LC,1000,1821,low
flora-514,"Corydalis (Corydalis sp.)","Corydalis specio-514","Plant Family","Herb",LC,1204,2878,low
flora-515,"Lousewort (Pedicularis sp.)","Pedicularis specio-515","Plant Family","Herb",LC,2144,2860,low
flora-516,"Campion (Silene sp.)","Silene specio-516","Plant Family","Herb",LC,1299,2917,low
flora-517,"Willowherb (Epilobium sp.)","Epilobium specio-517","Plant Family","Herb",LC,1243,2176,low
flora-518,"Buttercup (Ranunculus sp.)","Ranunculus specio-518","Plant Family","Herb",LC,1000,2493,low
flora-519,"Monkshood (Aconitum sp.)","Aconitum specio-519","Plant Family","Herb",LC,2140,3781,low
flora-520,"Windflower (Anemone sp.)","Anemone specio-520","Plant Family","Herb",LC,1345,2260,low
flora-521,"Knotweed (Polygonum sp.)","Polygonum specio-521","Plant Family","Herb",LC,1000,2376,low
flora-522,"Barberry (Berberis sp.)","Berberis specio-522","Plant Family","Shrub",LC,1241,2190,low
flora-523,"Rhododendron (Rhododendron sp.)","Rhododendron specio-523","Plant Family","Shrub/Tree",NT,1649,3002,low
flora-524,"Pine (Pinus sp.)","Pinus specio-524","Plant Family","Tree",LC,1000,2840,low
flora-525,"Fir (Abies sp.)","Abies specio-525","Plant Family","Tree",LC,1780,4264,low
flora-526,"Spruce (Picea sp.)","Picea specio-526","Plant Family","Tree",LC,1254,3439,low
flora-527,"Juniper (Juniperus sp.)","Juniperus specio-527","Plant Family","Tree/Shrub",LC,2438,4566,low
flora-528,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-528","Plant Family","Herb/Shrub",LC,1129,2097,low
flora-529,"Saw-wort (Saussurea sp.)","Saussurea specio-529","Plant Family","Alpine Herb",LC,1005,1921,low
flora-530,"Fescue Grass (Festuca sp.)","Festuca specio-530","Plant Family","Grass",LC,1020,2583,low
flora-531,"Bluegrass (Poa sp.)","Poa specio-531","Plant Family","Grass",LC,1172,3561,low
flora-532,"Feather Grass (Stipa sp.)","Stipa specio-532","Plant Family","Grass",VU,2282,4689,medium
flora-533,"Cinquefoil (Potentilla sp.)","Potentilla specio-533","Plant Family","Herb",LC,1524,3916,low
flora-534,"Wild Rose (Rosa sp.)","Rosa specio-534","Plant Family","Shrub",LC,1324,3612,low
flora-535,"Bramble/Raspberry (Rubus sp.)","Rubus specio-535","Plant Family","Shrub/Climber",NT,1000,2045,low
flora-536,"Primrose (Primula sp.)","Primula specio-536","Plant Family","Alpine Herb",LC,2330,4406,low
flora-537,"Rock Jasmine (Androsace sp.)","Androsace specio-537","Plant Family","Alpine Herb",LC,2098,4322,low
flora-538,"Gentian (Gentiana sp.)","Gentiana specio-538","Plant Family","Alpine Herb",LC,1984,2756,low
flora-539,"Catmint (Nepeta sp.)","Nepeta specio-539","Plant Family","Herb",LC,1455,2534,low
flora-540,"Sage (Salvia sp.)","Salvia specio-540","Plant Family","Herb",LC,1297,3195,low
flora-541,"Milkvetch (Astragalus sp.)","Astragalus specio-541","Plant Family","Herb/Shrub",LC,1044,2597,low
flora-542,"Sedge (Carex sp.)","Carex specio-542","Plant Family","Sedge",LC,1000,1697,low
flora-543,"Bog Sedge (Kobresia sp.)","Kobresia specio-543","Plant Family","Sedge",LC,2920,4855,low
flora-544,"Willow (Salix sp.)","Salix specio-544","Plant Family","Tree/Shrub",LC,1000,2770,low
flora-545,"Corydalis (Corydalis sp.)","Corydalis specio-545","Plant Family","Herb",LC,1612,4041,low
flora-546,"Lousewort (Pedicularis sp.)","Pedicularis specio-546","Plant Family","Herb",LC,2431,3390,low
flora-547,"Campion (Silene sp.)","Silene specio-547","Plant Family","Herb",LC,1470,2235,low
flora-548,"Willowherb (Epilobium sp.)","Epilobium specio-548","Plant Family","Herb",LC,1025,3141,low
flora-549,"Buttercup (Ranunculus sp.)","Ranunculus specio-549","Plant Family","Herb",LC,1000,2299,low
flora-550,"Monkshood (Aconitum sp.)","Aconitum specio-550","Plant Family","Herb",LC,1187,3597,low
flora-551,"Windflower (Anemone sp.)","Anemone specio-551","Plant Family","Herb",CR,1136,1985,critical
flora-552,"Knotweed (Polygonum sp.)","Polygonum specio-552","Plant Family","Herb",LC,1000,2994,low
flora-553,"Barberry (Berberis sp.)","Berberis specio-553","Plant Family","Shrub",VU,1490,2555,medium
flora-554,"Rhododendron (Rhododendron sp.)","Rhododendron specio-554","Plant Family","Shrub/Tree",LC,2273,4391,low
flora-555,"Pine (Pinus sp.)","Pinus specio-555","Plant Family","Tree",LC,1000,2327,low
flora-556,"Fir (Abies sp.)","Abies specio-556","Plant Family","Tree",LC,1249,2474,low
flora-557,"Spruce (Picea sp.)","Picea specio-557","Plant Family","Tree",LC,1902,2602,low
flora-558,"Juniper (Juniperus sp.)","Juniperus specio-558","Plant Family","Tree/Shrub",NT,2064,3182,low
flora-559,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-559","Plant Family","Herb/Shrub",EN,1226,2895,high
flora-560,"Saw-wort (Saussurea sp.)","Saussurea specio-560","Plant Family","Alpine Herb",LC,2501,4840,low
flora-561,"Fescue Grass (Festuca sp.)","Festuca specio-561","Plant Family","Grass",LC,1335,3029,low
flora-562,"Bluegrass (Poa sp.)","Poa specio-562","Plant Family","Grass",NT,1253,1796,low
flora-563,"Feather Grass (Stipa sp.)","Stipa specio-563","Plant Family","Grass",LC,1476,3861,low
flora-564,"Cinquefoil (Potentilla sp.)","Potentilla specio-564","Plant Family","Herb",LC,1877,3700,low
flora-565,"Wild Rose (Rosa sp.)","Rosa specio-565","Plant Family","Shrub",LC,1144,3442,low
flora-566,"Bramble/Raspberry (Rubus sp.)","Rubus specio-566","Plant Family","Shrub/Climber",NT,1000,1829,low
flora-567,"Primrose (Primula sp.)","Primula specio-567","Plant Family","Alpine Herb",LC,1884,4183,low
flora-568,"Rock Jasmine (Androsace sp.)","Androsace specio-568","Plant Family","Alpine Herb",LC,2838,3808,low
flora-569,"Gentian (Gentiana sp.)","Gentiana specio-569","Plant Family","Alpine Herb",LC,1867,3807,low
flora-570,"Catmint (Nepeta sp.)","Nepeta specio-570","Plant Family","Herb",LC,1420,2772,low
flora-571,"Sage (Salvia sp.)","Salvia specio-571","Plant Family","Herb",NT,1036,2388,low
flora-572,"Milkvetch (Astragalus sp.)","Astragalus specio-572","Plant Family","Herb/Shrub",LC,1001,2591,low
flora-573,"Sedge (Carex sp.)","Carex specio-573","Plant Family","Sedge",LC,1000,2512,low
flora-574,"Bog Sedge (Kobresia sp.)","Kobresia specio-574","Plant Family","Sedge",LC,1087,1594,low
flora-575,"Willow (Salix sp.)","Salix specio-575","Plant Family","Tree/Shrub",LC,1000,3179,low
flora-576,"Corydalis (Corydalis sp.)","Corydalis specio-576","Plant Family","Herb",LC,1363,3325,low
flora-577,"Lousewort (Pedicularis sp.)","Pedicularis specio-577","Plant Family","Herb",LC,1697,2720,low
flora-578,"Campion (Silene sp.)","Silene specio-578","Plant Family","Herb",NT,1148,2039,low
flora-579,"Willowherb (Epilobium sp.)","Epilobium specio-579","Plant Family","Herb",LC,1490,2058,low
flora-580,"Buttercup (Ranunculus sp.)","Ranunculus specio-580","Plant Family","Herb",LC,1000,2382,low
flora-581,"Monkshood (Aconitum sp.)","Aconitum specio-581","Plant Family","Herb",CR,2121,3199,critical
flora-582,"Windflower (Anemone sp.)","Anemone specio-582","Plant Family","Herb",LC,1147,2446,low
flora-583,"Knotweed (Polygonum sp.)","Polygonum specio-583","Plant Family","Herb",VU,1000,1569,medium
flora-584,"Barberry (Berberis sp.)","Berberis specio-584","Plant Family","Shrub",LC,1333,2025,low
flora-585,"Rhododendron (Rhododendron sp.)","Rhododendron specio-585","Plant Family","Shrub/Tree",LC,2481,3069,low
flora-586,"Pine (Pinus sp.)","Pinus specio-586","Plant Family","Tree",LC,1000,2746,low
flora-587,"Fir (Abies sp.)","Abies specio-587","Plant Family","Tree",EN,1303,2009,high
flora-588,"Spruce (Picea sp.)","Picea specio-588","Plant Family","Tree",LC,1365,1907,low
flora-589,"Juniper (Juniperus sp.)","Juniperus specio-589","Plant Family","Tree/Shrub",NT,1988,3165,low
flora-590,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-590","Plant Family","Herb/Shrub",LC,1017,1858,low
flora-591,"Saw-wort (Saussurea sp.)","Saussurea specio-591","Plant Family","Alpine Herb",LC,2537,3580,low
flora-592,"Fescue Grass (Festuca sp.)","Festuca specio-592","Plant Family","Grass",LC,1156,3397,low
flora-593,"Bluegrass (Poa sp.)","Poa specio-593","Plant Family","Grass",LC,1275,2088,low
flora-594,"Feather Grass (Stipa sp.)","Stipa specio-594","Plant Family","Grass",LC,1964,3548,low
flora-595,"Cinquefoil (Potentilla sp.)","Potentilla specio-595","Plant Family","Herb",LC,1922,3737,low
flora-596,"Wild Rose (Rosa sp.)","Rosa specio-596","Plant Family","Shrub",LC,1181,2972,low
flora-597,"Bramble/Raspberry (Rubus sp.)","Rubus specio-597","Plant Family","Shrub/Climber",LC,1000,1799,low
flora-598,"Primrose (Primula sp.)","Primula specio-598","Plant Family","Alpine Herb",NT,1718,4096,low
flora-599,"Rock Jasmine (Androsace sp.)","Androsace specio-599","Plant Family","Alpine Herb",EN,1832,2714,high
flora-600,"Gentian (Gentiana sp.)","Gentiana specio-600","Plant Family","Alpine Herb",LC,1851,3809,low
flora-601,"Catmint (Nepeta sp.)","Nepeta specio-601","Plant Family","Herb",NT,1411,2649,low
flora-602,"Sage (Salvia sp.)","Salvia specio-602","Plant Family","Herb",LC,1231,2642,low
flora-603,"Milkvetch (Astragalus sp.)","Astragalus specio-603","Plant Family","Herb/Shrub",EN,1247,1929,high
flora-604,"Sedge (Carex sp.)","Carex specio-604","Plant Family","Sedge",LC,1000,1806,low
flora-605,"Bog Sedge (Kobresia sp.)","Kobresia specio-605","Plant Family","Sedge",LC,2049,2602,low
flora-606,"Willow (Salix sp.)","Salix specio-606","Plant Family","Tree/Shrub",LC,1000,3466,low
flora-607,"Corydalis (Corydalis sp.)","Corydalis specio-607","Plant Family","Herb",LC,1255,1964,low
flora-608,"Lousewort (Pedicularis sp.)","Pedicularis specio-608","Plant Family","Herb",VU,2072,3117,medium
flora-609,"Campion (Silene sp.)","Silene specio-609","Plant Family","Herb",LC,1075,3042,low
flora-610,"Willowherb (Epilobium sp.)","Epilobium specio-610","Plant Family","Herb",LC,1087,3278,low
flora-611,"Buttercup (Ranunculus sp.)","Ranunculus specio-611","Plant Family","Herb",LC,1000,2702,low
flora-612,"Monkshood (Aconitum sp.)","Aconitum specio-612","Plant Family","Herb",NT,1327,2989,low
flora-613,"Windflower (Anemone sp.)","Anemone specio-613","Plant Family","Herb",LC,1669,2817,low
flora-614,"Knotweed (Polygonum sp.)","Polygonum specio-614","Plant Family","Herb",LC,1000,3064,low
flora-615,"Barberry (Berberis sp.)","Berberis specio-615","Plant Family","Shrub",LC,1097,2914,low
flora-616,"Rhododendron (Rhododendron sp.)","Rhododendron specio-616","Plant Family","Shrub/Tree",LC,1449,2083,low
flora-617,"Pine (Pinus sp.)","Pinus specio-617","Plant Family","Tree",LC,1000,2784,low
flora-618,"Fir (Abies sp.)","Abies specio-618","Plant Family","Tree",LC,1272,3377,low
flora-619,"Spruce (Picea sp.)","Picea specio-619","Plant Family","Tree",LC,1522,3077,low
flora-620,"Juniper (Juniperus sp.)","Juniperus specio-620","Plant Family","Tree/Shrub",EN,1659,3211,high
flora-621,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-621","Plant Family","Herb/Shrub",LC,1351,2293,low
flora-622,"Saw-wort (Saussurea sp.)","Saussurea specio-622","Plant Family","Alpine Herb",LC,2976,4743,low
flora-623,"Fescue Grass (Festuca sp.)","Festuca specio-623","Plant Family","Grass",LC,1281,3132,low
flora-624,"Bluegrass (Poa sp.)","Poa specio-624","Plant Family","Grass",LC,1437,2576,low
flora-625,"Feather Grass (Stipa sp.)","Stipa specio-625","Plant Family","Grass",LC,1675,3634,low
flora-626,"Cinquefoil (Potentilla sp.)","Potentilla specio-626","Plant Family","Herb",LC,1271,3605,low
flora-627,"Wild Rose (Rosa sp.)","Rosa specio-627","Plant Family","Shrub",NT,1338,2919,low
flora-628,"Bramble/Raspberry (Rubus sp.)","Rubus specio-628","Plant Family","Shrub/Climber",NT,1000,3192,low
flora-629,"Primrose (Primula sp.)","Primula specio-629","Plant Family","Alpine Herb",LC,2057,3133,low
flora-630,"Rock Jasmine (Androsace sp.)","Androsace specio-630","Plant Family","Alpine Herb",LC,2255,3435,low
flora-631,"Gentian (Gentiana sp.)","Gentiana specio-631","Plant Family","Alpine Herb",LC,2283,3295,low
flora-632,"Catmint (Nepeta sp.)","Nepeta specio-632","Plant Family","Herb",LC,1366,2577,low
flora-633,"Sage (Salvia sp.)","Salvia specio-633","Plant Family","Herb",NT,1297,2128,low
flora-634,"Milkvetch (Astragalus sp.)","Astragalus specio-634","Plant Family","Herb/Shrub",NT,1348,2503,low
flora-635,"Sedge (Carex sp.)","Carex specio-635","Plant Family","Sedge",NT,1000,3455,low
flora-636,"Bog Sedge (Kobresia sp.)","Kobresia specio-636","Plant Family","Sedge",LC,2210,3425,low
flora-637,"Willow (Salix sp.)","Salix specio-637","Plant Family","Tree/Shrub",LC,1000,1899,low
flora-638,"Corydalis (Corydalis sp.)","Corydalis specio-638","Plant Family","Herb",LC,1315,3292,low
flora-639,"Lousewort (Pedicularis sp.)","Pedicularis specio-639","Plant Family","Herb",LC,1320,3141,low
flora-640,"Campion (Silene sp.)","Silene specio-640","Plant Family","Herb",NT,1309,3738,low
flora-641,"Willowherb (Epilobium sp.)","Epilobium specio-641","Plant Family","Herb",LC,1169,3251,low
flora-642,"Buttercup (Ranunculus sp.)","Ranunculus specio-642","Plant Family","Herb",LC,1000,2353,low
flora-643,"Monkshood (Aconitum sp.)","Aconitum specio-643","Plant Family","Herb",LC,1552,2288,low
flora-644,"Windflower (Anemone sp.)","Anemone specio-644","Plant Family","Herb",VU,1824,3643,medium
flora-645,"Knotweed (Polygonum sp.)","Polygonum specio-645","Plant Family","Herb",LC,1000,1544,low
flora-646,"Barberry (Berberis sp.)","Berberis specio-646","Plant Family","Shrub",LC,1410,2756,low
flora-647,"Rhododendron (Rhododendron sp.)","Rhododendron specio-647","Plant Family","Shrub/Tree",NT,2121,2916,low
flora-648,"Pine (Pinus sp.)","Pinus specio-648","Plant Family","Tree",EN,1000,2305,high
flora-649,"Fir (Abies sp.)","Abies specio-649","Plant Family","Tree",LC,1880,2766,low
flora-650,"Spruce (Picea sp.)","Picea specio-650","Plant Family","Tree",LC,1555,2091,low
flora-651,"Juniper (Juniperus sp.)","Juniperus specio-651","Plant Family","Tree/Shrub",LC,2189,3015,low
flora-652,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-652","Plant Family","Herb/Shrub",LC,1074,3006,low
flora-653,"Saw-wort (Saussurea sp.)","Saussurea specio-653","Plant Family","Alpine Herb",LC,1376,2355,low
flora-654,"Fescue Grass (Festuca sp.)","Festuca specio-654","Plant Family","Grass",LC,1169,3425,low
flora-655,"Bluegrass (Poa sp.)","Poa specio-655","Plant Family","Grass",LC,1244,2829,low
flora-656,"Feather Grass (Stipa sp.)","Stipa specio-656","Plant Family","Grass",LC,1150,2585,low
flora-657,"Cinquefoil (Potentilla sp.)","Potentilla specio-657","Plant Family","Herb",VU,1363,3409,medium
flora-658,"Wild Rose (Rosa sp.)","Rosa specio-658","Plant Family","Shrub",LC,1063,2233,low
flora-659,"Bramble/Raspberry (Rubus sp.)","Rubus specio-659","Plant Family","Shrub/Climber",LC,1000,2231,low
flora-660,"Primrose (Primula sp.)","Primula specio-660","Plant Family","Alpine Herb",LC,2346,3442,low
flora-661,"Rock Jasmine (Androsace sp.)","Androsace specio-661","Plant Family","Alpine Herb",LC,2528,4189,low
flora-662,"Gentian (Gentiana sp.)","Gentiana specio-662","Plant Family","Alpine Herb",LC,1764,2951,low
flora-663,"Catmint (Nepeta sp.)","Nepeta specio-663","Plant Family","Herb",LC,1171,2149,low
flora-664,"Sage (Salvia sp.)","Salvia specio-664","Plant Family","Herb",LC,1313,2948,low
flora-665,"Milkvetch (Astragalus sp.)","Astragalus specio-665","Plant Family","Herb/Shrub",LC,1130,2270,low
flora-666,"Sedge (Carex sp.)","Carex specio-666","Plant Family","Sedge",LC,1000,2953,low
flora-667,"Bog Sedge (Kobresia sp.)","Kobresia specio-667","Plant Family","Sedge",LC,1124,3301,low
flora-668,"Willow (Salix sp.)","Salix specio-668","Plant Family","Tree/Shrub",LC,1000,2577,low
flora-669,"Corydalis (Corydalis sp.)","Corydalis specio-669","Plant Family","Herb",LC,1425,2096,low
flora-670,"Lousewort (Pedicularis sp.)","Pedicularis specio-670","Plant Family","Herb",LC,1835,2839,low
flora-671,"Campion (Silene sp.)","Silene specio-671","Plant Family","Herb",LC,1147,3610,low
flora-672,"Willowherb (Epilobium sp.)","Epilobium specio-672","Plant Family","Herb",LC,1282,2635,low
flora-673,"Buttercup (Ranunculus sp.)","Ranunculus specio-673","Plant Family","Herb",LC,1000,2707,low
flora-674,"Monkshood (Aconitum sp.)","Aconitum specio-674","Plant Family","Herb",LC,2283,4538,low
flora-675,"Windflower (Anemone sp.)","Anemone specio-675","Plant Family","Herb",LC,1245,3070,low
flora-676,"Knotweed (Polygonum sp.)","Polygonum specio-676","Plant Family","Herb",LC,1000,3207,low
flora-677,"Barberry (Berberis sp.)","Berberis specio-677","Plant Family","Shrub",LC,1423,3245,low
flora-678,"Rhododendron (Rhododendron sp.)","Rhododendron specio-678","Plant Family","Shrub/Tree",LC,1175,2267,low
flora-679,"Pine (Pinus sp.)","Pinus specio-679","Plant Family","Tree",LC,1000,3257,low
flora-680,"Fir (Abies sp.)","Abies specio-680","Plant Family","Tree",LC,1499,3310,low
flora-681,"Spruce (Picea sp.)","Picea specio-681","Plant Family","Tree",LC,1950,3594,low
flora-682,"Juniper (Juniperus sp.)","Juniperus specio-682","Plant Family","Tree/Shrub",LC,1410,3641,low
flora-683,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-683","Plant Family","Herb/Shrub",LC,1410,3070,low
flora-684,"Saw-wort (Saussurea sp.)","Saussurea specio-684","Plant Family","Alpine Herb",LC,3150,4447,low
flora-685,"Fescue Grass (Festuca sp.)","Festuca specio-685","Plant Family","Grass",LC,1069,1962,low
flora-686,"Bluegrass (Poa sp.)","Poa specio-686","Plant Family","Grass",LC,1383,3777,low
flora-687,"Feather Grass (Stipa sp.)","Stipa specio-687","Plant Family","Grass",LC,1986,2570,low
flora-688,"Cinquefoil (Potentilla sp.)","Potentilla specio-688","Plant Family","Herb",LC,1165,2905,low
flora-689,"Wild Rose (Rosa sp.)","Rosa specio-689","Plant Family","Shrub",LC,1380,2136,low
flora-690,"Bramble/Raspberry (Rubus sp.)","Rubus specio-690","Plant Family","Shrub/Climber",NT,1000,1693,low
flora-691,"Primrose (Primula sp.)","Primula specio-691","Plant Family","Alpine Herb",EN,1235,3364,high
flora-692,"Rock Jasmine (Androsace sp.)","Androsace specio-692","Plant Family","Alpine Herb",LC,1806,2761,low
flora-693,"Gentian (Gentiana sp.)","Gentiana specio-693","Plant Family","Alpine Herb",LC,2494,4397,low
flora-694,"Catmint (Nepeta sp.)","Nepeta specio-694","Plant Family","Herb",LC,1020,3052,low
flora-695,"Sage (Salvia sp.)","Salvia specio-695","Plant Family","Herb",LC,1326,3068,low
flora-696,"Milkvetch (Astragalus sp.)","Astragalus specio-696","Plant Family","Herb/Shrub",NT,1286,3255,low
flora-697,"Sedge (Carex sp.)","Carex specio-697","Plant Family","Sedge",LC,1000,3471,low
flora-698,"Bog Sedge (Kobresia sp.)","Kobresia specio-698","Plant Family","Sedge",NT,2789,4406,low
flora-699,"Willow (Salix sp.)","Salix specio-699","Plant Family","Tree/Shrub",LC,1000,3156,low
flora-700,"Corydalis (Corydalis sp.)","Corydalis specio-700","Plant Family","Herb",LC,1528,3709,low
flora-701,"Lousewort (Pedicularis sp.)","Pedicularis specio-701","Plant Family","Herb",LC,1149,3615,low
flora-702,"Campion (Silene sp.)","Silene specio-702","Plant Family","Herb",LC,1221,2023,low
flora-703,"Willowherb (Epilobium sp.)","Epilobium specio-703","Plant Family","Herb",LC,1166,3218,low
flora-704,"Buttercup (Ranunculus sp.)","Ranunculus specio-704","Plant Family","Herb",LC,1000,3282,low
flora-705,"Monkshood (Aconitum sp.)","Aconitum specio-705","Plant Family","Herb",EN,1703,2603,high
flora-706,"Windflower (Anemone sp.)","Anemone specio-706","Plant Family","Herb",NT,1336,3429,low
flora-707,"Knotweed (Polygonum sp.)","Polygonum specio-707","Plant Family","Herb",LC,1000,3090,low
flora-708,"Barberry (Berberis sp.)","Berberis specio-708","Plant Family","Shrub",LC,1156,2145,low
flora-709,"Rhododendron (Rhododendron sp.)","Rhododendron specio-709","Plant Family","Shrub/Tree",LC,1042,3345,low
flora-710,"Pine (Pinus sp.)","Pinus specio-710","Plant Family","Tree",EN,1000,2355,high
flora-711,"Fir (Abies sp.)","Abies specio-711","Plant Family","Tree",EN,1081,2272,high
flora-712,"Spruce (Picea sp.)","Picea specio-712","Plant Family","Tree",LC,1706,2590,low
flora-713,"Juniper (Juniperus sp.)","Juniperus specio-713","Plant Family","Tree/Shrub",LC,1867,3141,low
flora-714,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-714","Plant Family","Herb/Shrub",NT,1422,2050,low
flora-715,"Saw-wort (Saussurea sp.)","Saussurea specio-715","Plant Family","Alpine Herb",NT,3043,4585,low
flora-716,"Fescue Grass (Festuca sp.)","Festuca specio-716","Plant Family","Grass",LC,1158,1715,low
flora-717,"Bluegrass (Poa sp.)","Poa specio-717","Plant Family","Grass",LC,1274,2355,low
flora-718,"Feather Grass (Stipa sp.)","Stipa specio-718","Plant Family","Grass",LC,1112,2608,low
